ABV_CUSTOMER_ID,SEGMENT_NAME,SEGMENT_VALUE,IREP_EMAIL_OPEN,NPP_TRANSACTION_TOUCHPOINTS,ISA_CALL_COUNT
34542,ONCOLOGY CLL DECILE GROUP,Low,2,12,0
35474,ONCOLOGY CLL DECILE GROUP,Low,0,834,2
37193,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
38149,ONCOLOGY CLL DECILE GROUP,Low,0,194,5
39904,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
40075,ONCOLOGY CLL DECILE GROUP,Low,5,188,11
42168,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
43168,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
44233,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
44253,ONCOLOGY CLL DECILE GROUP,Low,4,38,2
45087,ONCOLOGY CLL DECILE GROUP,Low,0,243,0
46244,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
51728,ONCOLOGY CLL DECILE GROUP,Low,0,176,3
51911,ONCOLOGY CLL DECILE GROUP,Low,1,82,1
52391,ONCOLOGY CLL DECILE GROUP,Low,1,2,1
52430,ONCOLOGY CLL DECILE GROUP,Low,0,292,0
55159,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
60970,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
67426,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
913668,ONCOLOGY CLL DECILE GROUP,Low,0,86,0
913987,ONCOLOGY CLL DECILE GROUP,Low,6,0,2
914098,ONCOLOGY CLL DECILE GROUP,Low,1,225,13
10250,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
71167,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
78715,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
72327,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
79677,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
73077,ONCOLOGY CLL DECILE GROUP,Low,2,87,0
81017,ONCOLOGY CLL DECILE GROUP,Low,0,194,0
82127,ONCOLOGY CLL DECILE GROUP,Low,1,3,3
82218,ONCOLOGY CLL DECILE GROUP,Low,0,255,0
82666,ONCOLOGY CLL DECILE GROUP,Low,26,122,1
84728,ONCOLOGY CLL DECILE GROUP,Low,0,0,7
88625,ONCOLOGY CLL DECILE GROUP,Low,0,0,1
97567,ONCOLOGY CLL DECILE GROUP,Low,16,1,6
98463,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
92891,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
117061,ONCOLOGY CLL DECILE GROUP,Low,0,46,1
119215,ONCOLOGY CLL DECILE GROUP,Low,1,80,3
125373,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
121010,ONCOLOGY CLL DECILE GROUP,Low,0,0,8
122948,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
133704,ONCOLOGY CLL DECILE GROUP,Low,3,153,0
138606,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
144406,ONCOLOGY CLL DECILE GROUP,Low,2,165,0
145369,ONCOLOGY CLL DECILE GROUP,Low,21,128,6
147940,ONCOLOGY CLL DECILE GROUP,Low,1,29,0
157338,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
157931,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
158196,ONCOLOGY CLL DECILE GROUP,Low,0,32,2
149087,ONCOLOGY CLL DECILE GROUP,Low,20,140,1
151341,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
165455,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
152480,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
153560,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
168029,ONCOLOGY CLL DECILE GROUP,Low,0,0,11
169054,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
175155,ONCOLOGY CLL DECILE GROUP,Low,3,287,2
175562,ONCOLOGY CLL DECILE GROUP,Low,0,143,0
177036,ONCOLOGY CLL DECILE GROUP,Low,2,313,6
182148,ONCOLOGY CLL DECILE GROUP,Low,14,101,4
172041,ONCOLOGY CLL DECILE GROUP,Low,11,24,5
173007,ONCOLOGY CLL DECILE GROUP,Low,37,22,2
184472,ONCOLOGY CLL DECILE GROUP,Low,21,47,17
173328,ONCOLOGY CLL DECILE GROUP,Low,0,56,0
191725,ONCOLOGY CLL DECILE GROUP,Low,0,41,0
191782,ONCOLOGY CLL DECILE GROUP,Low,0,75,4
191819,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
194792,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
205775,ONCOLOGY CLL DECILE GROUP,Low,7,30,14
206657,ONCOLOGY CLL DECILE GROUP,Low,0,0,1
212076,ONCOLOGY CLL DECILE GROUP,Low,7,53,3
197160,ONCOLOGY CLL DECILE GROUP,Low,3,62,0
217040,ONCOLOGY CLL DECILE GROUP,Low,0,38,0
226200,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
224023,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
233055,ONCOLOGY CLL DECILE GROUP,Low,2,43,3
227533,ONCOLOGY CLL DECILE GROUP,Low,0,18,0
231681,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
240538,ONCOLOGY CLL DECILE GROUP,Low,0,113,0
241992,ONCOLOGY CLL DECILE GROUP,Low,0,343,0
242499,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
243478,ONCOLOGY CLL DECILE GROUP,Low,0,584,0
249786,ONCOLOGY CLL DECILE GROUP,Low,1,0,3
245790,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
246289,ONCOLOGY CLL DECILE GROUP,Low,2,52,6
252078,ONCOLOGY CLL DECILE GROUP,Low,9,30,8
254256,ONCOLOGY CLL DECILE GROUP,Low,1,80,6
258088,ONCOLOGY CLL DECILE GROUP,Low,2,19,5
278382,ONCOLOGY CLL DECILE GROUP,Low,1,64,5
278585,ONCOLOGY CLL DECILE GROUP,Low,0,540,0
278665,ONCOLOGY CLL DECILE GROUP,Low,0,269,0
266540,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
284918,ONCOLOGY CLL DECILE GROUP,Low,0,304,0
275382,ONCOLOGY CLL DECILE GROUP,Low,2,779,0
302823,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
303171,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
297616,ONCOLOGY CLL DECILE GROUP,Low,3,76,0
298104,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
298126,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
305797,ONCOLOGY CLL DECILE GROUP,Low,0,1,3
299393,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
309325,ONCOLOGY CLL DECILE GROUP,Low,17,110,7
318511,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
318777,ONCOLOGY CLL DECILE GROUP,Low,10,121,0
321704,ONCOLOGY CLL DECILE GROUP,Low,0,116,0
323341,ONCOLOGY CLL DECILE GROUP,Low,8,292,1
324736,ONCOLOGY CLL DECILE GROUP,Low,1,65,2
325012,ONCOLOGY CLL DECILE GROUP,Low,0,2,0
316220,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
329811,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
330166,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
340417,ONCOLOGY CLL DECILE GROUP,Low,0,1,1
337842,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
351937,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
352610,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
344722,ONCOLOGY CLL DECILE GROUP,Low,0,12,0
355626,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
355846,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
356439,ONCOLOGY CLL DECILE GROUP,Low,0,3,10
357648,ONCOLOGY CLL DECILE GROUP,Low,17,77,5
346905,ONCOLOGY CLL DECILE GROUP,Low,19,84,1
359608,ONCOLOGY CLL DECILE GROUP,Low,2,142,6
360900,ONCOLOGY CLL DECILE GROUP,Low,2,0,5
361277,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
365454,ONCOLOGY CLL DECILE GROUP,Low,2,2551,3
365743,ONCOLOGY CLL DECILE GROUP,Low,1,1123,6
367511,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
368381,ONCOLOGY CLL DECILE GROUP,Low,0,0,7
378300,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
369149,ONCOLOGY CLL DECILE GROUP,Low,1,1999,5
382090,ONCOLOGY CLL DECILE GROUP,Low,1,116,3
382205,ONCOLOGY CLL DECILE GROUP,Low,27,1,2
384016,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
384117,ONCOLOGY CLL DECILE GROUP,Low,3,74,1
390791,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
392034,ONCOLOGY CLL DECILE GROUP,Low,0,20,0
393102,ONCOLOGY CLL DECILE GROUP,Low,0,794,1
395379,ONCOLOGY CLL DECILE GROUP,Low,2,404,10
405406,ONCOLOGY CLL DECILE GROUP,Low,2,107,0
406544,ONCOLOGY CLL DECILE GROUP,Low,0,153,1
397847,ONCOLOGY CLL DECILE GROUP,Low,0,1027,3
408548,ONCOLOGY CLL DECILE GROUP,Low,1,0,6
410172,ONCOLOGY CLL DECILE GROUP,Low,0,171,0
400803,ONCOLOGY CLL DECILE GROUP,Low,0,93,0
411983,ONCOLOGY CLL DECILE GROUP,Low,0,131,6
412316,ONCOLOGY CLL DECILE GROUP,Low,5,78,3
414458,ONCOLOGY CLL DECILE GROUP,Low,0,21,0
415889,ONCOLOGY CLL DECILE GROUP,Low,0,148,1
417098,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
417647,ONCOLOGY CLL DECILE GROUP,Low,11,118,0
433908,ONCOLOGY CLL DECILE GROUP,Low,0,1363,6
434529,ONCOLOGY CLL DECILE GROUP,Low,0,386,0
435179,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
426587,ONCOLOGY CLL DECILE GROUP,Low,1,271,0
444920,ONCOLOGY CLL DECILE GROUP,Low,1,170,1
449555,ONCOLOGY CLL DECILE GROUP,Low,17,0,2
449865,ONCOLOGY CLL DECILE GROUP,Low,0,43,1
462969,ONCOLOGY CLL DECILE GROUP,Low,0,0,1
467256,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
451668,ONCOLOGY CLL DECILE GROUP,Low,2,467,5
470641,ONCOLOGY CLL DECILE GROUP,Low,0,52,1
453411,ONCOLOGY CLL DECILE GROUP,Low,0,134,1
453518,ONCOLOGY CLL DECILE GROUP,Low,0,0,1
455326,ONCOLOGY CLL DECILE GROUP,Low,0,0,1
477741,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
477804,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
481651,ONCOLOGY CLL DECILE GROUP,Low,0,65,0
490899,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
482089,ONCOLOGY CLL DECILE GROUP,Low,2,0,2
493387,ONCOLOGY CLL DECILE GROUP,Low,2,11,1
495093,ONCOLOGY CLL DECILE GROUP,Low,0,0,2
484556,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
503511,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
503930,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
507255,ONCOLOGY CLL DECILE GROUP,Low,16,518,1
511539,ONCOLOGY CLL DECILE GROUP,Low,6,39,2
512799,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
519117,ONCOLOGY CLL DECILE GROUP,Low,3,102,4
518962,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
523425,ONCOLOGY CLL DECILE GROUP,Low,0,334,6
523873,ONCOLOGY CLL DECILE GROUP,Low,27,239,2
525367,ONCOLOGY CLL DECILE GROUP,Low,0,7,3
524724,ONCOLOGY CLL DECILE GROUP,Low,0,8,0
524841,ONCOLOGY CLL DECILE GROUP,Low,2,99,3
527052,ONCOLOGY CLL DECILE GROUP,Low,4,32,2
527520,ONCOLOGY CLL DECILE GROUP,Low,0,208,0
527601,ONCOLOGY CLL DECILE GROUP,Low,32,460,1
526245,ONCOLOGY CLL DECILE GROUP,Low,6,216,10
528728,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
528477,ONCOLOGY CLL DECILE GROUP,Low,0,1,1
528669,ONCOLOGY CLL DECILE GROUP,Low,2,118,4
529653,ONCOLOGY CLL DECILE GROUP,Low,0,168,3
529775,ONCOLOGY CLL DECILE GROUP,Low,0,136,0
529016,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
529161,ONCOLOGY CLL DECILE GROUP,Low,2,23,0
530596,ONCOLOGY CLL DECILE GROUP,Low,0,174,1
529258,ONCOLOGY CLL DECILE GROUP,Low,0,308,2
530930,ONCOLOGY CLL DECILE GROUP,Low,1,222,0
531423,ONCOLOGY CLL DECILE GROUP,Low,1,122,0
533152,ONCOLOGY CLL DECILE GROUP,Low,6,19,1
533381,ONCOLOGY CLL DECILE GROUP,Low,0,149,0
533566,ONCOLOGY CLL DECILE GROUP,Low,0,37,0
534543,ONCOLOGY CLL DECILE GROUP,Low,0,151,0
534771,ONCOLOGY CLL DECILE GROUP,Low,0,68,0
536649,ONCOLOGY CLL DECILE GROUP,Low,0,79,2
536788,ONCOLOGY CLL DECILE GROUP,Low,0,128,8
537242,ONCOLOGY CLL DECILE GROUP,Low,0,241,0
537567,ONCOLOGY CLL DECILE GROUP,Low,0,110,0
537805,ONCOLOGY CLL DECILE GROUP,Low,0,20,1
538261,ONCOLOGY CLL DECILE GROUP,Low,29,336,5
539439,ONCOLOGY CLL DECILE GROUP,Low,0,134,1
540110,ONCOLOGY CLL DECILE GROUP,Low,2,168,2
535065,ONCOLOGY CLL DECILE GROUP,Low,0,134,0
540273,ONCOLOGY CLL DECILE GROUP,Low,2,294,1
535293,ONCOLOGY CLL DECILE GROUP,Low,3,981,0
541114,ONCOLOGY CLL DECILE GROUP,Low,0,121,0
541641,ONCOLOGY CLL DECILE GROUP,Low,0,12,0
542035,ONCOLOGY CLL DECILE GROUP,Low,0,258,0
542060,ONCOLOGY CLL DECILE GROUP,Low,1,0,3
543109,ONCOLOGY CLL DECILE GROUP,Low,0,69,1
542140,ONCOLOGY CLL DECILE GROUP,Low,6,451,1
543438,ONCOLOGY CLL DECILE GROUP,Low,0,80,0
543835,ONCOLOGY CLL DECILE GROUP,Low,4,109,14
543866,ONCOLOGY CLL DECILE GROUP,Low,0,107,0
542419,ONCOLOGY CLL DECILE GROUP,Low,7,1128,6
544165,ONCOLOGY CLL DECILE GROUP,Low,2,151,6
544578,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
545758,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
545566,ONCOLOGY CLL DECILE GROUP,Low,0,135,7
550345,ONCOLOGY CLL DECILE GROUP,Low,1,72,1
553071,ONCOLOGY CLL DECILE GROUP,Low,1,0,0
547888,ONCOLOGY CLL DECILE GROUP,Low,21,79,2
556892,ONCOLOGY CLL DECILE GROUP,Low,44,3216,4
557217,ONCOLOGY CLL DECILE GROUP,Low,4,133,0
549472,ONCOLOGY CLL DECILE GROUP,Low,16,0,2
558889,ONCOLOGY CLL DECILE GROUP,Low,2,92,4
559417,ONCOLOGY CLL DECILE GROUP,Low,0,68,0
560048,ONCOLOGY CLL DECILE GROUP,Low,5,256,9
561114,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
561872,ONCOLOGY CLL DECILE GROUP,Low,27,70,0
562254,ONCOLOGY CLL DECILE GROUP,Low,19,0,4
562343,ONCOLOGY CLL DECILE GROUP,Low,0,93,0
566276,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
567064,ONCOLOGY CLL DECILE GROUP,Low,0,211,0
576229,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
576989,ONCOLOGY CLL DECILE GROUP,Low,0,233,0
581529,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
581543,ONCOLOGY CLL DECILE GROUP,Low,0,0,1
582098,ONCOLOGY CLL DECILE GROUP,Low,10,80,1
588895,ONCOLOGY CLL DECILE GROUP,Low,0,209,1
590480,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
593169,ONCOLOGY CLL DECILE GROUP,Low,1,487,0
594136,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
600400,ONCOLOGY CLL DECILE GROUP,Low,0,100,3
602100,ONCOLOGY CLL DECILE GROUP,Low,0,758,3
597050,ONCOLOGY CLL DECILE GROUP,Low,3,120,1
597136,ONCOLOGY CLL DECILE GROUP,Low,4,81,0
611282,ONCOLOGY CLL DECILE GROUP,Low,25,86,2
612036,ONCOLOGY CLL DECILE GROUP,Low,3,114,9
614160,ONCOLOGY CLL DECILE GROUP,Low,2,50,14
613127,ONCOLOGY CLL DECILE GROUP,Low,0,27,7
615868,ONCOLOGY CLL DECILE GROUP,Low,8,40,3
616559,ONCOLOGY CLL DECILE GROUP,Low,3,0,4
616781,ONCOLOGY CLL DECILE GROUP,Low,2,0,3
622240,ONCOLOGY CLL DECILE GROUP,Low,0,127,3
622393,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
629073,ONCOLOGY CLL DECILE GROUP,Low,4,11,0
637655,ONCOLOGY CLL DECILE GROUP,Low,0,28,4
640210,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
640215,ONCOLOGY CLL DECILE GROUP,Low,0,100,0
647764,ONCOLOGY CLL DECILE GROUP,Low,1,1367,2
649129,ONCOLOGY CLL DECILE GROUP,Low,0,112,0
649876,ONCOLOGY CLL DECILE GROUP,Low,5,437,3
645175,ONCOLOGY CLL DECILE GROUP,Low,0,68,0
645242,ONCOLOGY CLL DECILE GROUP,Low,1,5,0
651161,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
651778,ONCOLOGY CLL DECILE GROUP,Low,0,0,7
652702,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
653366,ONCOLOGY CLL DECILE GROUP,Low,0,0,6
653633,ONCOLOGY CLL DECILE GROUP,Low,0,0,5
659843,ONCOLOGY CLL DECILE GROUP,Low,2,0,2
662593,ONCOLOGY CLL DECILE GROUP,Low,0,64,10
662681,ONCOLOGY CLL DECILE GROUP,Low,24,47,1
662688,ONCOLOGY CLL DECILE GROUP,Low,0,0,5
664414,ONCOLOGY CLL DECILE GROUP,Low,16,0,0
665094,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
667492,ONCOLOGY CLL DECILE GROUP,Low,0,28,0
673009,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
674842,ONCOLOGY CLL DECILE GROUP,Low,0,0,3
680197,ONCOLOGY CLL DECILE GROUP,Low,0,308,0
680480,ONCOLOGY CLL DECILE GROUP,Low,2,91,0
676121,ONCOLOGY CLL DECILE GROUP,Low,9,0,2
677894,ONCOLOGY CLL DECILE GROUP,Low,0,0,1
678615,ONCOLOGY CLL DECILE GROUP,Low,2,342,3
685561,ONCOLOGY CLL DECILE GROUP,Low,0,132,0
690815,ONCOLOGY CLL DECILE GROUP,Low,0,198,1
695581,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
697070,ONCOLOGY CLL DECILE GROUP,Low,5,0,1
698611,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
700147,ONCOLOGY CLL DECILE GROUP,Low,15,77,9
703854,ONCOLOGY CLL DECILE GROUP,Low,8,452,0
701153,ONCOLOGY CLL DECILE GROUP,Low,2,46,0
705558,ONCOLOGY CLL DECILE GROUP,Low,2,66,1
703167,ONCOLOGY CLL DECILE GROUP,Low,0,17,0
703694,ONCOLOGY CLL DECILE GROUP,Low,6,34,1
711498,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
710624,ONCOLOGY CLL DECILE GROUP,Low,0,2,1
711725,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
711870,ONCOLOGY CLL DECILE GROUP,Low,0,1067,1
715267,ONCOLOGY CLL DECILE GROUP,Low,8,155,1
718936,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
719921,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
720386,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
727951,ONCOLOGY CLL DECILE GROUP,Low,0,279,0
723970,ONCOLOGY CLL DECILE GROUP,Low,0,103,5
728829,ONCOLOGY CLL DECILE GROUP,Low,0,472,0
729472,ONCOLOGY CLL DECILE GROUP,Low,5,42,3
729638,ONCOLOGY CLL DECILE GROUP,Low,1,0,1
729983,ONCOLOGY CLL DECILE GROUP,Low,2,45,3
731287,ONCOLOGY CLL DECILE GROUP,Low,4,275,6
731785,ONCOLOGY CLL DECILE GROUP,Low,3,0,0
732227,ONCOLOGY CLL DECILE GROUP,Low,10,245,3
732290,ONCOLOGY CLL DECILE GROUP,Low,8,1693,0
732649,ONCOLOGY CLL DECILE GROUP,Low,0,658,0
732853,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
734330,ONCOLOGY CLL DECILE GROUP,Low,1,173,19
735025,ONCOLOGY CLL DECILE GROUP,Low,32,52,1
735459,ONCOLOGY CLL DECILE GROUP,Low,1,100,0
736276,ONCOLOGY CLL DECILE GROUP,Low,2,78,0
737968,ONCOLOGY CLL DECILE GROUP,Low,14,211,8
737339,ONCOLOGY CLL DECILE GROUP,Low,2,277,2
739619,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
739722,ONCOLOGY CLL DECILE GROUP,Low,0,583,0
739735,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
739536,ONCOLOGY CLL DECILE GROUP,Low,0,24,0
743723,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
744459,ONCOLOGY CLL DECILE GROUP,Low,0,56,5
749977,ONCOLOGY CLL DECILE GROUP,Low,0,47,0
755351,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
750148,ONCOLOGY CLL DECILE GROUP,Low,5,0,0
757089,ONCOLOGY CLL DECILE GROUP,Low,3,211,1
757360,ONCOLOGY CLL DECILE GROUP,Low,56,137,13
758621,ONCOLOGY CLL DECILE GROUP,Low,1,149,0
760565,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
759881,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
769818,ONCOLOGY CLL DECILE GROUP,Low,2,300,4
763018,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
772231,ONCOLOGY CLL DECILE GROUP,Low,1,27,11
780265,ONCOLOGY CLL DECILE GROUP,Low,0,177,4
777247,ONCOLOGY CLL DECILE GROUP,Low,1,387,0
782806,ONCOLOGY CLL DECILE GROUP,Low,1,0,10
777738,ONCOLOGY CLL DECILE GROUP,Low,0,0,1
778365,ONCOLOGY CLL DECILE GROUP,Low,0,90,0
783479,ONCOLOGY CLL DECILE GROUP,Low,0,46,0
785200,ONCOLOGY CLL DECILE GROUP,Low,1,108,0
788409,ONCOLOGY CLL DECILE GROUP,Low,0,269,0
786482,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
789640,ONCOLOGY CLL DECILE GROUP,Low,0,426,12
793303,ONCOLOGY CLL DECILE GROUP,Low,107,39,6
794211,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
794429,ONCOLOGY CLL DECILE GROUP,Low,0,0,1
797097,ONCOLOGY CLL DECILE GROUP,Low,0,199,0
795692,ONCOLOGY CLL DECILE GROUP,Low,0,78,0
796343,ONCOLOGY CLL DECILE GROUP,Low,0,113,20
801451,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
801731,ONCOLOGY CLL DECILE GROUP,Low,0,171,0
806756,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
800312,ONCOLOGY CLL DECILE GROUP,Low,0,9,5
810747,ONCOLOGY CLL DECILE GROUP,Low,0,22,16
813359,ONCOLOGY CLL DECILE GROUP,Low,0,95,0
815626,ONCOLOGY CLL DECILE GROUP,Low,2,281,0
822251,ONCOLOGY CLL DECILE GROUP,Low,2,3,0
823109,ONCOLOGY CLL DECILE GROUP,Low,5,118,11
818182,ONCOLOGY CLL DECILE GROUP,Low,4,197,2
823683,ONCOLOGY CLL DECILE GROUP,Low,12,51,3
818508,ONCOLOGY CLL DECILE GROUP,Low,0,5,0
826978,ONCOLOGY CLL DECILE GROUP,Low,0,376,4
828211,ONCOLOGY CLL DECILE GROUP,Low,0,5,3
829505,ONCOLOGY CLL DECILE GROUP,Low,3,521,1
830408,ONCOLOGY CLL DECILE GROUP,Low,5,25,6
830738,ONCOLOGY CLL DECILE GROUP,Low,0,97,0
830815,ONCOLOGY CLL DECILE GROUP,Low,0,259,0
838281,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
844241,ONCOLOGY CLL DECILE GROUP,Low,0,235,1
848585,ONCOLOGY CLL DECILE GROUP,Low,0,0,1
849000,ONCOLOGY CLL DECILE GROUP,Low,4,3704,0
850166,ONCOLOGY CLL DECILE GROUP,Low,0,23,0
534298,ONCOLOGY CLL DECILE GROUP,Low,1,488,0
847141,ONCOLOGY CLL DECILE GROUP,Low,0,0,2
853185,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
854673,ONCOLOGY CLL DECILE GROUP,Low,14,77,3
854026,ONCOLOGY CLL DECILE GROUP,Low,0,130,3
856089,ONCOLOGY CLL DECILE GROUP,Low,0,142,0
857968,ONCOLOGY CLL DECILE GROUP,Low,1,78,2
862298,ONCOLOGY CLL DECILE GROUP,Low,4,0,14
866423,ONCOLOGY CLL DECILE GROUP,Low,0,525,3
866512,ONCOLOGY CLL DECILE GROUP,Low,0,86,1
866877,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
867371,ONCOLOGY CLL DECILE GROUP,Low,0,57,0
863682,ONCOLOGY CLL DECILE GROUP,Low,0,8,0
867433,ONCOLOGY CLL DECILE GROUP,Low,9,113,5
864076,ONCOLOGY CLL DECILE GROUP,Low,0,12,0
867506,ONCOLOGY CLL DECILE GROUP,Low,2,0,6
867723,ONCOLOGY CLL DECILE GROUP,Low,11,172,0
871127,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
871710,ONCOLOGY CLL DECILE GROUP,Low,0,6,0
871713,ONCOLOGY CLL DECILE GROUP,Low,15,135,4
869588,ONCOLOGY CLL DECILE GROUP,Low,0,56,1
872500,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
870332,ONCOLOGY CLL DECILE GROUP,Low,0,27,0
873176,ONCOLOGY CLL DECILE GROUP,Low,6,553,0
873229,ONCOLOGY CLL DECILE GROUP,Low,0,0,0
873249,ONCOLOGY CLL DECILE GROUP,Low,0,301,2
875123,ONCOLOGY CLL DECILE GROUP,Low,0,124,0
873844,ONCOLOGY CLL DECILE GROUP,Low,0,0,1
875234,ONCOLOGY CLL DECILE GROUP,Low,0,71,5
876057,ONCOLOGY CLL DECILE GROUP,Low,0,0,3
876153,ONCOLOGY CLL DECILE GROUP,Low,1,16,1
876525,ONCOLOGY CLL DECILE GROUP,Low,0,73,0
874683,ONCOLOGY CLL DECILE GROUP,Low,0,141,7
877842,ONCOLOGY CLL DECILE GROUP,Low,0,5,6
876763,ONCOLOGY CLL DECILE GROUP,Low,11,71,8
877405,ONCOLOGY CLL DECILE GROUP,Low,10,2,2
877773,ONCOLOGY CLL DECILE GROUP,Low,0,47,0
877793,ONCOLOGY CLL DECILE GROUP,Low,3,233,6
879042,ONCOLOGY CLL DECILE GROUP,Low,3,44,4
879223,ONCOLOGY CLL DECILE GROUP,Low,5,228,0
879234,ONCOLOGY CLL DECILE GROUP,Low,3,98,0
877952,ONCOLOGY CLL DECILE GROUP,Low,5,88,11
879358,ONCOLOGY CLL DECILE GROUP,Low,9,7,7
878435,ONCOLOGY CLL DECILE GROUP,Low,0,224,0
878568,ONCOLOGY CLL DECILE GROUP,Low,4,1,0
880375,ONCOLOGY CLL DECILE GROUP,Low,0,147,1
